{'game_name': 'olympics-running', 'algo': 'ppo', 'max_episodes': 1500, 'episode_length': 500, 'map': 6, 'shuffle_map': False, 'seed': 1, 'device': 'cpu', 'save_interval': 100, 'render': False, 'load_model': False, 'load_run': 2, 'load_episode': 900, 'run_dir': 'map6_use_hit_wall'}
Total agent number: 2
Agent control by the actor: 1
Game board width: 700
Game board height: 700
action dimension: [[Box(-100.0, 200.0, (1,), float32), Box(-30.0, 30.0, (1,), float32)], [Box(-100.0, 200.0, (1,), float32), Box(-30.0, 30.0, (1,), float32)]]
observation dimension: 625
store in /mnt/lustre/sjtu/home/ywg12/remote/code/OlympicsProject/rl_trainer/models/olympics-running/ppo/map6_use_hit_wall
Episode:  356 controlled agent:  1 ; Episode Return:  -1356.2051942088856 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 193
Episode:  357 controlled agent:  1 ; Episode Return:  -881.6518036156092 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 194
Episode:  358 controlled agent:  1 ; Episode Return:  -1194.9137802864861 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 195
Episode:  359 controlled agent:  1 ; Episode Return:  -1106.2691193458136 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 195
Episode:  360 controlled agent:  1 ; Episode Return:  -1199.7544007200522 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 195
Episode:  361 controlled agent:  1 ; Episode Return:  -1349.5067093990506 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 195
Episode:  362 controlled agent:  1 ; Episode Return:  -1413.3229432149765 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 195
Episode:  363 controlled agent:  1 ; Episode Return:  -1205.9554108468287 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 196
Episode:  364 controlled agent:  1 ; Episode Return:  -1392.1269837220825 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 196
Episode:  365 controlled agent:  1 ; Episode Return:  -1285.6122650963212 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 196
Episode:  366 controlled agent:  1 ; Episode Return:  -1207.783837971575 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 197
Episode:  367 controlled agent:  1 ; Episode Return:  -1143.3990616607248 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 198
Episode:  368 controlled agent:  1 ; Episode Return:  -1209.7665940288725 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 199
Episode:  369 controlled agent:  1 ; Episode Return:  -1298.4650788387075 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 200
Episode:  370 controlled agent:  1 ; Episode Return:  -1380.903679018721 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 201
Episode:  371 controlled agent:  1 ; Episode Return:  -1207.4995667241128 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 201
Episode:  372 controlled agent:  1 ; Episode Return:  -1231.9919907732892 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 201
Episode:  373 controlled agent:  1 ; Episode Return:  -918.5046173579956 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 201
Episode:  374 controlled agent:  1 ; Episode Return:  -1153.2691193458136 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 202
Episode:  375 controlled agent:  1 ; Episode Return:  -1258.9209229614235 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 202
Episode:  376 controlled agent:  1 ; Episode Return:  -1256.0924958366772 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 202
Episode:  377 controlled agent:  1 ; Episode Return:  -1368.1269837220825 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 202
Episode:  378 controlled agent:  1 ; Episode Return:  -1366.0752518939748 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 202
Episode:  379 controlled agent:  1 ; Episode Return:  -1196.8792924010809 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 203
Episode:  380 controlled agent:  1 ; Episode Return:  -1446.1463197058401 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 204
Episode:  381 controlled agent:  1 ; Episode Return:  -1370.9747468305864 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 204
Episode:  382 controlled agent:  1 ; Episode Return:  -1242.9625535217665 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 204
Episode:  383 controlled agent:  1 ; Episode Return:  -1365.1757569573629 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 204
Episode:  384 controlled agent:  1 ; Episode Return:  -1303.1269837220825 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 205
Episode:  385 controlled agent:  1 ; Episode Return:  -1172.7249634685295 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 205
Episode:  386 controlled agent:  1 ; Episode Return:  -1393.5411972844558 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 206
Episode:  387 controlled agent:  1 ; Episode Return:  -1373.2884553295712 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 206
Episode:  388 controlled agent:  1 ; Episode Return:  -1078.7766952966376 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 206
Episode:  389 controlled agent:  1 ; Episode Return:  -1181.0092347159916 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 207
Episode:  390 controlled agent:  1 ; Episode Return:  -928.095454429505 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 208
Episode:  391 controlled agent:  1 ; Episode Return:  -1065.0071426749369 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 209
Episode:  392 controlled agent:  1 ; Episode Return:  -1116.523953341753 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 210
Episode:  393 controlled agent:  1 ; Episode Return:  -1427.3889603929597 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 211
Episode:  394 controlled agent:  1 ; Episode Return:  -650.556349186104 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 211
Episode:  395 controlled agent:  1 ; Episode Return:  -1256.9919907732892 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 212
Episode:  396 controlled agent:  1 ; Episode Return:  -987.1736649163079 ; win rate(controlled & opponent):  0.54 0.46 ; Trained episode: 213
Episode:  397 controlled agent:  1 ; Episode Return:  -979.8355697996831 ; win rate(controlled & opponent):  0.54 0.46 ; Trained episode: 214
Episode:  398 controlled agent:  1 ; Episode Return:  -1410.3889603929597 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 215
Episode:  399 controlled agent:  1 ; Episode Return:  -1203.8082245892151 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 215
Episode:  400 controlled agent:  1 ; Episode Return:  -939.8772003600257 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 215
Episode:  401 controlled agent:  1 ; Episode Return:  -1226.9919907732892 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 216
Episode:  402 controlled agent:  1 ; Episode Return:  -1340.1219330882 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 217
Episode:  403 controlled agent:  1 ; Episode Return:  -1209.8792924010809 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 217
Episode:  404 controlled agent:  1 ; Episode Return:  -1347.163563648543 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 218
Episode:  405 controlled agent:  1 ; Episode Return:  -1039.8132752230977 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 219
Episode:  406 controlled agent:  1 ; Episode Return:  -967.8355697996828 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 220
Episode:  407 controlled agent:  1 ; Episode Return:  -927.5929291125638 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 221
Episode:  408 controlled agent:  1 ; Episode Return:  -1282.5067093990506 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 222
Episode:  409 controlled agent:  1 ; Episode Return:  -1243.8498551495582 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 222
Episode:  410 controlled agent:  1 ; Episode Return:  -1272.5828278447984 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 223
Episode:  411 controlled agent:  1 ; Episode Return:  -1248.7127701597096 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 223
Episode:  412 controlled agent:  1 ; Episode Return:  -1450.8742417671983 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 223
Episode:  413 controlled agent:  1 ; Episode Return:  -1230.5411972844558 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 223
Episode:  414 controlled agent:  1 ; Episode Return:  -1079.132034355965 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 223
Episode:  415 controlled agent:  1 ; Episode Return:  -1216.2985565973363 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 224
Episode:  416 controlled agent:  1 ; Episode Return:  -877.923881554251 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 224
Episode:  417 controlled agent:  1 ; Episode Return:  -1379.6488450227816 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 225
Episode:  418 controlled agent:  1 ; Episode Return:  -1430.6610383316015 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 225
Episode:  419 controlled agent:  1 ; Episode Return:  -1150.7960312803953 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 225
Episode:  420 controlled agent:  1 ; Episode Return:  -1259.8914857099007 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 226
Episode:  421 controlled agent:  1 ; Episode Return:  -1431.0630585851545 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 226
Episode:  422 controlled agent:  1 ; Episode Return:  -1209.8132752230977 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 226
Episode:  423 controlled agent:  1 ; Episode Return:  -905.923881554251 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 227
Episode:  424 controlled agent:  1 ; Episode Return:  -1291.1513703397227 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 228
Episode:  425 controlled agent:  1 ; Episode Return:  -1244.666088965484 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 228
Episode:  426 controlled agent:  1 ; Episode Return:  -1220.1980515339483 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 229
Episode:  427 controlled agent:  1 ; Episode Return:  -1318.783837971575 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 230
Episode:  428 controlled agent:  1 ; Episode Return:  -817.4386001800124 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 231
Episode:  429 controlled agent:  1 ; Episode Return:  -1386.217387517706 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 232
Episode:  430 controlled agent:  1 ; Episode Return:  -1153.6366517139613 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 233
Episode:  431 controlled agent:  1 ; Episode Return:  -1286.3940110268422 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 234
Episode:  432 controlled agent:  1 ; Episode Return:  -1394.683332908187 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 235
Episode:  433 controlled agent:  1 ; Episode Return:  -1101.2152954766507 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 235
Episode:  434 controlled agent:  1 ; Episode Return:  -369.1126983722081 ; win rate(controlled & opponent):  0.54 0.46 ; Trained episode: 236
Episode:  435 controlled agent:  1 ; Episode Return:  -1167.5067093990506 ; win rate(controlled & opponent):  0.55 0.45 ; Trained episode: 237
Episode:  436 controlled agent:  1 ; Episode Return:  -1412.9919907732892 ; win rate(controlled & opponent):  0.55 0.45 ; Trained episode: 238
Episode:  437 controlled agent:  1 ; Episode Return:  -1353.0752518939748 ; win rate(controlled & opponent):  0.54 0.46 ; Trained episode: 238
Episode:  438 controlled agent:  1 ; Episode Return:  -1359.317892581094 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 238
Episode:  439 controlled agent:  1 ; Episode Return:  -1154.1564209736052 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 238
Episode:  440 controlled agent:  1 ; Episode Return:  -1403.1757569573629 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 239
Episode:  441 controlled agent:  1 ; Episode Return:  -1237.2102448427681 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 239
Episode:  442 controlled agent:  1 ; Episode Return:  -1368.783837971575 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 239
Episode:  443 controlled agent:  1 ; Episode Return:  -1082.8549057834407 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 239
Episode:  444 controlled agent:  1 ; Episode Return:  -989.161471607488 ; win rate(controlled & opponent):  0.54 0.46 ; Trained episode: 240
Episode:  445 controlled agent:  1 ; Episode Return:  -1401.8965363437833 ; win rate(controlled & opponent):  0.54 0.46 ; Trained episode: 241
Episode:  446 controlled agent:  1 ; Episode Return:  -1228.7493500861697 ; win rate(controlled & opponent):  0.54 0.46 ; Trained episode: 241
Episode:  447 controlled agent:  1 ; Episode Return:  -1336.9919907732892 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 241
Episode:  448 controlled agent:  1 ; Episode Return:  -1156.2985565973363 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 241
Episode:  449 controlled agent:  1 ; Episode Return:  -915.3990616607246 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 242
Episode:  450 controlled agent:  1 ; Episode Return:  -1341.8914857099007 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 242
Episode:  451 controlled agent:  1 ; Episode Return:  -1220.8549057834407 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 242
Episode:  452 controlled agent:  1 ; Episode Return:  -1290.683332908187 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 242
Episode:  453 controlled agent:  1 ; Episode Return:  -1108.7422074112324 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 242
Episode:  454 controlled agent:  1 ; Episode Return:  -915.7401153701775 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 243
Episode:  455 controlled agent:  1 ; Episode Return:  -1164.3351365237968 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 244
Episode:  456 controlled agent:  1 ; Episode Return:  -1399.2396820942909 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 245
Episode:  457 controlled agent:  1 ; Episode Return:  -1087.2569260369937 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 245
Episode:  458 controlled agent:  1 ; Episode Return:  -1208.1269837220825 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 246
Episode:  459 controlled agent:  1 ; Episode Return:  -1325.5950211536187 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 247
Episode:  460 controlled agent:  1 ; Episode Return:  -1250.619407771259 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 247
Episode:  461 controlled agent:  1 ; Episode Return:  -932.0660171779823 ; win rate(controlled & opponent):  0.54 0.46 ; Trained episode: 248
Episode:  462 controlled agent:  1 ; Episode Return:  -1248.6072144624386 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 249
Episode:  463 controlled agent:  1 ; Episode Return:  -1344.719912834647 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 249
Episode:  464 controlled agent:  1 ; Episode Return:  -914.249783362056 ; win rate(controlled & opponent):  0.54 0.46 ; Trained episode: 249
Episode:  465 controlled agent:  1 ; Episode Return:  -1108.5290039756355 ; win rate(controlled & opponent):  0.54 0.46 ; Trained episode: 250
Episode:  466 controlled agent:  1 ; Episode Return:  -1395.783837971575 ; win rate(controlled & opponent):  0.54 0.46 ; Trained episode: 251
Episode:  467 controlled agent:  1 ; Episode Return:  -1401.825468531918 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 252
Episode:  468 controlled agent:  1 ; Episode Return:  -1268.0264786586945 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 252
Episode:  469 controlled agent:  1 ; Episode Return:  -1186.5067093990506 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 253
Episode:  470 controlled agent:  1 ; Episode Return:  -1435.8031739553326 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 253
Episode:  471 controlled agent:  1 ; Episode Return:  -1274.6366517139613 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 253
Episode:  472 controlled agent:  1 ; Episode Return:  -1304.9970414071718 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 253
Episode:  473 controlled agent:  1 ; Episode Return:  -1396.2691193458136 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 253
Episode:  474 controlled agent:  1 ; Episode Return:  -1361.7493500861697 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 253
Episode:  475 controlled agent:  1 ; Episode Return:  -1380.967604155649 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 254
Episode:  476 controlled agent:  1 ; Episode Return:  -1322.1980515339483 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 254
Episode:  477 controlled agent:  1 ; Episode Return:  -751.112698372208 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 254
Episode:  478 controlled agent:  1 ; Episode Return:  -1062.2203461105332 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 255
Episode:  479 controlled agent:  1 ; Episode Return:  -1300.9209229614235 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 255
Episode:  480 controlled agent:  1 ; Episode Return:  -1423.217387517706 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 256
Episode:  481 controlled agent:  1 ; Episode Return:  -1178.6244584051415 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 256
Episode:  482 controlled agent:  1 ; Episode Return:  -1394.5828278447984 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 256
Episode:  483 controlled agent:  1 ; Episode Return:  -1231.967604155649 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 256
Episode:  484 controlled agent:  1 ; Episode Return:  -1405.76154339499 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 257
Episode:  485 controlled agent:  1 ; Episode Return:  -1334.8498551495582 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 257
Episode:  486 controlled agent:  1 ; Episode Return:  -956.1320343559651 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 258
Episode:  487 controlled agent:  1 ; Episode Return:  -1061.925973595306 ; win rate(controlled & opponent):  0.54 0.46 ; Trained episode: 259
Episode:  488 controlled agent:  1 ; Episode Return:  -1316.2691193458136 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 260
Episode:  489 controlled agent:  1 ; Episode Return:  -1187.1269837220825 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 260
Episode:  490 controlled agent:  1 ; Episode Return:  -1122.1269837220825 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 261
Episode:  491 controlled agent:  1 ; Episode Return:  -1391.8549057834407 ; win rate(controlled & opponent):  0.53 0.47 ; Trained episode: 262
Episode:  492 controlled agent:  1 ; Episode Return:  -1348.3645737753195 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 263
Episode:  493 controlled agent:  1 ; Episode Return:  -1025.1614716074878 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 263
Episode:  494 controlled agent:  1 ; Episode Return:  -886.965512114594 ; win rate(controlled & opponent):  0.52 0.48 ; Trained episode: 263
Episode:  495 controlled agent:  1 ; Episode Return:  -1441.3889603929597 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 264
Episode:  496 controlled agent:  1 ; Episode Return:  -968.3746750430844 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 264
Episode:  497 controlled agent:  1 ; Episode Return:  -1309.8549057834407 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 265
Episode:  498 controlled agent:  1 ; Episode Return:  -1343.76154339499 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 265
Episode:  499 controlled agent:  1 ; Episode Return:  -1440.2518754031112 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 265
Episode:  500 controlled agent:  1 ; Episode Return:  -1402.8742417671983 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 265
Episode:  501 controlled agent:  1 ; Episode Return:  -1337.0336213336318 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 265
Episode:  502 controlled agent:  1 ; Episode Return:  -1441.3889603929597 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 265
Episode:  503 controlled agent:  1 ; Episode Return:  -1315.5411972844558 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 265
Episode:  504 controlled agent:  1 ; Episode Return:  -1451.7026688919445 ; win rate(controlled & opponent):  0.47 0.53 ; Trained episode: 266
Episode:  505 controlled agent:  1 ; Episode Return:  -990.8721497261431 ; win rate(controlled & opponent):  0.47 0.53 ; Trained episode: 266
Episode:  506 controlled agent:  1 ; Episode Return:  -1215.7960312803953 ; win rate(controlled & opponent):  0.46 0.54 ; Trained episode: 267
Episode:  507 controlled agent:  1 ; Episode Return:  -1265.523953341753 ; win rate(controlled & opponent):  0.45 0.55 ; Trained episode: 267
Episode:  508 controlled agent:  1 ; Episode Return:  -1393.783837971575 ; win rate(controlled & opponent):  0.46 0.54 ; Trained episode: 267
Episode:  509 controlled agent:  1 ; Episode Return:  -1192.3990616607248 ; win rate(controlled & opponent):  0.46 0.54 ; Trained episode: 268
Episode:  510 controlled agent:  1 ; Episode Return:  -1253.021428024812 ; win rate(controlled & opponent):  0.46 0.54 ; Trained episode: 269
Episode:  511 controlled agent:  1 ; Episode Return:  -1060.651803615609 ; win rate(controlled & opponent):  0.47 0.53 ; Trained episode: 269
Episode:  512 controlled agent:  1 ; Episode Return:  -1216.1391770309028 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 270
Episode:  513 controlled agent:  1 ; Episode Return:  -1407.4945160902303 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 271
Episode:  514 controlled agent:  1 ; Episode Return:  -1084.8233764908628 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 271
Episode:  515 controlled agent:  1 ; Episode Return:  -1253.381817718022 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 272
Episode:  516 controlled agent:  1 ; Episode Return:  -1172.6417023478439 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 273
Episode:  517 controlled agent:  1 ; Episode Return:  -1389.0458146424521 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 274
Episode:  518 controlled agent:  1 ; Episode Return:  -1246.4406922210674 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 275
Episode:  519 controlled agent:  1 ; Episode Return:  -1408.3351365237968 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 276
Episode:  520 controlled agent:  1 ; Episode Return:  -1117.7544007200522 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 276
Episode:  521 controlled agent:  1 ; Episode Return:  -1234.2518754031112 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 277
Episode:  522 controlled agent:  1 ; Episode Return:  -1134.666088965484 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 277
Episode:  523 controlled agent:  1 ; Episode Return:  -1271.281312654634 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 278
Episode:  524 controlled agent:  1 ; Episode Return:  -1317.8498551495582 ; win rate(controlled & opponent):  0.51 0.49 ; Trained episode: 279
Episode:  525 controlled agent:  1 ; Episode Return:  -1285.3229432149765 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 279
Episode:  526 controlled agent:  1 ; Episode Return:  -1240.5361466505733 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 279
Episode:  527 controlled agent:  1 ; Episode Return:  -1404.7493500861697 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 279
Episode:  528 controlled agent:  1 ; Episode Return:  -1379.4650788387075 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 279
Episode:  529 controlled agent:  1 ; Episode Return:  -1094.9554108468287 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 280
Episode:  530 controlled agent:  1 ; Episode Return:  -1465.7026688919445 ; win rate(controlled & opponent):  0.47 0.53 ; Trained episode: 281
Episode:  531 controlled agent:  1 ; Episode Return:  -1020.4406922210674 ; win rate(controlled & opponent):  0.47 0.53 ; Trained episode: 281
Episode:  532 controlled agent:  1 ; Episode Return:  -1255.163563648543 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 282
Episode:  533 controlled agent:  1 ; Episode Return:  -1071.5929291125635 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 283
Episode:  534 controlled agent:  1 ; Episode Return:  -1343.1269837220825 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 284
Episode:  535 controlled agent:  1 ; Episode Return:  -920.9188309203685 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 285
Episode:  536 controlled agent:  1 ; Episode Return:  -1334.0630585851545 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 286
Episode:  537 controlled agent:  1 ; Episode Return:  -1178.9554108468287 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 286
Episode:  538 controlled agent:  1 ; Episode Return:  -1239.4528855298877 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 286
Episode:  539 controlled agent:  1 ; Episode Return:  -978.3624817342643 ; win rate(controlled & opponent):  0.47 0.53 ; Trained episode: 286
Episode:  540 controlled agent:  1 ; Episode Return:  -1394.2691193458136 ; win rate(controlled & opponent):  0.47 0.53 ; Trained episode: 286
Episode:  541 controlled agent:  1 ; Episode Return:  -1025.4995667241128 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 286
Episode:  542 controlled agent:  1 ; Episode Return:  -1352.2346314604083 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 287
Episode:  543 controlled agent:  1 ; Episode Return:  -1250.5777772109159 ; win rate(controlled & opponent):  0.47 0.53 ; Trained episode: 287
Episode:  544 controlled agent:  1 ; Episode Return:  -1383.317892581094 ; win rate(controlled & opponent):  0.46 0.54 ; Trained episode: 287
Episode:  545 controlled agent:  1 ; Episode Return:  -1300.1269837220825 ; win rate(controlled & opponent):  0.47 0.53 ; Trained episode: 287
Episode:  546 controlled agent:  1 ; Episode Return:  -1351.4406922210674 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 288
Episode:  547 controlled agent:  1 ; Episode Return:  -1368.1269837220825 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 289
Episode:  548 controlled agent:  1 ; Episode Return:  -1191.2691193458136 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 289
Episode:  549 controlled agent:  1 ; Episode Return:  -1178.9209229614235 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 290
Episode:  550 controlled agent:  1 ; Episode Return:  -998.3502884254444 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 290
Episode:  551 controlled agent:  1 ; Episode Return:  -1240.281312654634 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 291
Episode:  552 controlled agent:  1 ; Episode Return:  -1331.369624409202 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 291
Episode:  553 controlled agent:  1 ; Episode Return:  -1411.4650788387075 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 291
