{'game_name': 'olympics-running', 'algo': 'ppo', 'max_episodes': 1500, 'episode_length': 500, 'map': 11, 'shuffle_map': False, 'seed': 1, 'device': 'cpu', 'save_interval': 100, 'render': False, 'load_model': False, 'load_run': 2, 'load_episode': 900, 'run_dir': 'map11_use_hit_wall'}
Total agent number: 2
Agent control by the actor: 1
Game board width: 700
Game board height: 700
action dimension: [[Box(-100.0, 200.0, (1,), float32), Box(-30.0, 30.0, (1,), float32)], [Box(-100.0, 200.0, (1,), float32), Box(-30.0, 30.0, (1,), float32)]]
observation dimension: 625
store in /mnt/lustre/sjtu/home/ywg12/remote/code/OlympicsProject/rl_trainer/models/olympics-running/ppo/map11_use_hit_wall
Episode:  1 controlled agent:  1 ; Episode Return:  -1496.8893936688464 ; win rate(controlled & opponent):  0.00 1.00 ; Trained episode: 0
Episode:  28 controlled agent:  1 ; Episode Return:  -1034.1492782986684 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 11
Episode:  29 controlled agent:  1 ; Episode Return:  -1979.9676041556493 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 12
Episode:  30 controlled agent:  1 ; Episode Return:  -1194.2741699796966 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 12
Episode:  31 controlled agent:  1 ; Episode Return:  -1888.2346314604088 ; win rate(controlled & opponent):  0.45 0.55 ; Trained episode: 13
Episode:  32 controlled agent:  1 ; Episode Return:  -1949.063058585155 ; win rate(controlled & opponent):  0.47 0.53 ; Trained episode: 14
Episode:  33 controlled agent:  1 ; Episode Return:  -1370.788888605458 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 15
Episode:  34 controlled agent:  1 ; Episode Return:  -1841.9676041556493 ; win rate(controlled & opponent):  0.47 0.53 ; Trained episode: 16
Episode:  35 controlled agent:  1 ; Episode Return:  -1727.4356415871853 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 16
Episode:  36 controlled agent:  1 ; Episode Return:  -1883.6955262170072 ; win rate(controlled & opponent):  0.47 0.53 ; Trained episode: 17
Episode:  37 controlled agent:  1 ; Episode Return:  -1949.8965363437837 ; win rate(controlled & opponent):  0.46 0.54 ; Trained episode: 17
Episode:  38 controlled agent:  1 ; Episode Return:  -960.2497833620565 ; win rate(controlled & opponent):  0.47 0.53 ; Trained episode: 17
Episode:  39 controlled agent:  1 ; Episode Return:  -1680.1858582251284 ; win rate(controlled & opponent):  0.46 0.54 ; Trained episode: 18
Episode:  40 controlled agent:  1 ; Episode Return:  -1581.0020920410545 ; win rate(controlled & opponent):  0.47 0.53 ; Trained episode: 18
Episode:  41 controlled agent:  1 ; Episode Return:  -1039.0315292925775 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 19
Episode:  42 controlled agent:  1 ; Episode Return:  -1773.7493500861701 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 20
Episode:  43 controlled agent:  1 ; Episode Return:  -1640.0020920410545 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 20
Episode:  44 controlled agent:  1 ; Episode Return:  -947.4802307403558 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 21
Episode:  45 controlled agent:  1 ; Episode Return:  -1732.205194208886 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 22
Episode:  46 controlled agent:  1 ; Episode Return:  -1767.4823227814106 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 22
Episode:  47 controlled agent:  1 ; Episode Return:  -1690.2274887854712 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 23
Episode:  48 controlled agent:  1 ; Episode Return:  -1658.3279938488595 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 23
Episode:  49 controlled agent:  1 ; Episode Return:  -1955.452885529888 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 24
Episode:  50 controlled agent:  1 ; Episode Return:  -1312.114790413263 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 24
Episode:  51 controlled agent:  1 ; Episode Return:  -1681.0559159102174 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 25
Episode:  52 controlled agent:  1 ; Episode Return:  -1290.3158005400396 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 25
Episode:  53 controlled agent:  1 ; Episode Return:  -1950.4234482783652 ; win rate(controlled & opponent):  0.47 0.53 ; Trained episode: 25
Episode:  54 controlled agent:  1 ; Episode Return:  -1533.9726547895318 ; win rate(controlled & opponent):  0.46 0.54 ; Trained episode: 25
Episode:  55 controlled agent:  1 ; Episode Return:  -973.4213562373103 ; win rate(controlled & opponent):  0.47 0.53 ; Trained episode: 25
Episode:  56 controlled agent:  1 ; Episode Return:  -1127.8061325481608 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 26
Episode:  57 controlled agent:  1 ; Episode Return:  -1180.5878784786814 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 27
Episode:  58 controlled agent:  1 ; Episode Return:  -1435.6417023478443 ; win rate(controlled & opponent):  0.50 0.50 ; Trained episode: 28
Episode:  59 controlled agent:  1 ; Episode Return:  -1814.1635636485432 ; win rate(controlled & opponent):  0.49 0.51 ; Trained episode: 29
Episode:  60 controlled agent:  1 ; Episode Return:  -1756.8620484583785 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 29
Episode:  61 controlled agent:  1 ; Episode Return:  -1985.8965363437837 ; win rate(controlled & opponent):  0.48 0.52 ; Trained episode: 29
Episode:  62 controlled agent:  1 ; Episode Return:  -1625.269119345814 ; win rate(controlled & opponent):  0.47 0.53 ; Trained episode: 29
Episode:  63 controlled agent:  1 ; Episode Return:  -1813.0924958366777 ; win rate(controlled & opponent):  0.46 0.54 ; Trained episode: 29
Episode:  64 controlled agent:  1 ; Episode Return:  -1689.2935059634542 ; win rate(controlled & opponent):  0.45 0.55 ; Trained episode: 29
Episode:  65 controlled agent:  1 ; Episode Return:  -1787.595021153619 ; win rate(controlled & opponent):  0.45 0.55 ; Trained episode: 29
Episode:  66 controlled agent:  1 ; Episode Return:  -1883.009234715992 ; win rate(controlled & opponent):  0.44 0.56 ; Trained episode: 29
Episode:  67 controlled agent:  1 ; Episode Return:  -1820.7665940288728 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 29
Episode:  68 controlled agent:  1 ; Episode Return:  -1949.7077195258273 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 29
Episode:  69 controlled agent:  1 ; Episode Return:  -1273.984848098352 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 29
Episode:  70 controlled agent:  1 ; Episode Return:  -1235.0020920410548 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 29
Episode:  71 controlled agent:  1 ; Episode Return:  -1191.3452377915623 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 30
Episode:  72 controlled agent:  1 ; Episode Return:  -1890.7665940288728 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 30
Episode:  73 controlled agent:  1 ; Episode Return:  -1129.090403795623 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 30
Episode:  74 controlled agent:  1 ; Episode Return:  -1831.4356415871853 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 31
Episode:  75 controlled agent:  1 ; Episode Return:  -1314.7716446627555 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 32
Episode:  76 controlled agent:  1 ; Episode Return:  -1782.2396820942913 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 32
Episode:  77 controlled agent:  1 ; Episode Return:  -1791.8376618407383 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 32
Episode:  78 controlled agent:  1 ; Episode Return:  -1520.4873734152934 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 32
Episode:  79 controlled agent:  1 ; Episode Return:  -1606.4701294725905 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 33
Episode:  80 controlled agent:  1 ; Episode Return:  -1629.7300141024125 ; win rate(controlled & opponent):  0.44 0.56 ; Trained episode: 34
Episode:  81 controlled agent:  1 ; Episode Return:  -1833.920922961424 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 35
Episode:  82 controlled agent:  1 ; Episode Return:  -1779.3107499061568 ; win rate(controlled & opponent):  0.44 0.56 ; Trained episode: 35
Episode:  83 controlled agent:  1 ; Episode Return:  -1736.2102448427686 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 36
Episode:  84 controlled agent:  1 ; Episode Return:  -1721.9676041556493 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 36
Episode:  85 controlled agent:  1 ; Episode Return:  -1739.607214462439 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 36
Episode:  86 controlled agent:  1 ; Episode Return:  -1819.867099092261 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 36
Episode:  87 controlled agent:  1 ; Episode Return:  -1716.335136523797 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 36
Episode:  88 controlled agent:  1 ; Episode Return:  -1770.7787873376928 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 36
Episode:  89 controlled agent:  1 ; Episode Return:  -777.7350647362952 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 36
Episode:  90 controlled agent:  1 ; Episode Return:  -1987.73715677735 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 37
Episode:  91 controlled agent:  1 ; Episode Return:  -1895.5777772109163 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 37
Episode:  92 controlled agent:  1 ; Episode Return:  -1909.867099092261 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 37
Episode:  93 controlled agent:  1 ; Episode Return:  -1648.658946290547 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 38
Episode:  94 controlled agent:  1 ; Episode Return:  -1023.6934341759523 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 38
Episode:  95 controlled agent:  1 ; Episode Return:  -1736.73715677735 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 39
Episode:  96 controlled agent:  1 ; Episode Return:  -1885.3523804664997 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 40
Episode:  97 controlled agent:  1 ; Episode Return:  -1295.3158005400396 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 41
Episode:  98 controlled agent:  1 ; Episode Return:  -947.8111831820432 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 41
Episode:  99 controlled agent:  1 ; Episode Return:  -1793.2224381515887 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 42
Episode:  100 controlled agent:  1 ; Episode Return:  -1962.139177030903 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 43
Episode:  101 controlled agent:  1 ; Episode Return:  -1798.139177030903 ; win rate(controlled & opponent):  0.44 0.56 ; Trained episode: 43
Episode:  102 controlled agent:  1 ; Episode Return:  -966.3919189857876 ; win rate(controlled & opponent):  0.44 0.56 ; Trained episode: 44
Episode:  103 controlled agent:  1 ; Episode Return:  -1746.8376618407383 ; win rate(controlled & opponent):  0.44 0.56 ; Trained episode: 45
Episode:  104 controlled agent:  1 ; Episode Return:  -1749.1046891454978 ; win rate(controlled & opponent):  0.44 0.56 ; Trained episode: 45
Episode:  105 controlled agent:  1 ; Episode Return:  -1794.9381669041265 ; win rate(controlled & opponent):  0.44 0.56 ; Trained episode: 45
Episode:  106 controlled agent:  1 ; Episode Return:  -1726.063058585155 ; win rate(controlled & opponent):  0.44 0.56 ; Trained episode: 46
Episode:  107 controlled agent:  1 ; Episode Return:  -1965.8965363437837 ; win rate(controlled & opponent):  0.44 0.56 ; Trained episode: 47
Episode:  108 controlled agent:  1 ; Episode Return:  -1959.9797974644694 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 47
Episode:  109 controlled agent:  1 ; Episode Return:  -1694.854905783441 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 47
Episode:  110 controlled agent:  1 ; Episode Return:  -1692.8254685319182 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 48
Episode:  111 controlled agent:  1 ; Episode Return:  -1373.8427124746208 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 49
Episode:  112 controlled agent:  1 ; Episode Return:  -1986.5239533417534 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 49
Episode:  113 controlled agent:  1 ; Episode Return:  -1545.8893936688462 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 49
Episode:  114 controlled agent:  1 ; Episode Return:  -1780.2224381515887 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 49
Episode:  115 controlled agent:  1 ; Episode Return:  -1945.2346314604088 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 49
Episode:  116 controlled agent:  1 ; Episode Return:  -1819.920922961424 ; win rate(controlled & opponent):  0.40 0.60 ; Trained episode: 49
Episode:  117 controlled agent:  1 ; Episode Return:  -1779.72496346853 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 49
Episode:  118 controlled agent:  1 ; Episode Return:  -1638.269119345814 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 50
Episode:  119 controlled agent:  1 ; Episode Return:  -1101.8183258569807 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 50
Episode:  120 controlled agent:  1 ; Episode Return:  -1697.399061660725 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 51
Episode:  121 controlled agent:  1 ; Episode Return:  -1969.139177030903 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 52
Episode:  122 controlled agent:  1 ; Episode Return:  -1964.72496346853 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 52
Episode:  123 controlled agent:  1 ; Episode Return:  -1988.7960312803955 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 52
Episode:  124 controlled agent:  1 ; Episode Return:  -1974.2813126546341 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 52
Episode:  125 controlled agent:  1 ; Episode Return:  -1875.4823227814106 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 53
Episode:  126 controlled agent:  1 ; Episode Return:  -1754.9919907732894 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 53
Episode:  127 controlled agent:  1 ; Episode Return:  -1777.1686142824258 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 54
Episode:  128 controlled agent:  1 ; Episode Return:  -1630.2741699796966 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 54
Episode:  129 controlled agent:  1 ; Episode Return:  -1817.4234482783652 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 55
Episode:  130 controlled agent:  1 ; Episode Return:  -1123.0071426749373 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 55
Episode:  131 controlled agent:  1 ; Episode Return:  -1996.0803025278576 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 56
Episode:  132 controlled agent:  1 ; Episode Return:  -1911.867099092261 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 56
Episode:  133 controlled agent:  1 ; Episode Return:  -1766.1757569573633 ; win rate(controlled & opponent):  0.40 0.60 ; Trained episode: 56
Episode:  134 controlled agent:  1 ; Episode Return:  -1817.2935059634542 ; win rate(controlled & opponent):  0.40 0.60 ; Trained episode: 56
Episode:  135 controlled agent:  1 ; Episode Return:  -1516.8721497261436 ; win rate(controlled & opponent):  0.39 0.61 ; Trained episode: 56
Episode:  136 controlled agent:  1 ; Episode Return:  -1117.8599564173237 ; win rate(controlled & opponent):  0.40 0.60 ; Trained episode: 56
Episode:  137 controlled agent:  1 ; Episode Return:  -1425.8893936688464 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 57
Episode:  138 controlled agent:  1 ; Episode Return:  -1078.5218613006987 ; win rate(controlled & opponent):  0.40 0.60 ; Trained episode: 58
Episode:  139 controlled agent:  1 ; Episode Return:  -1984.72496346853 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 58
Episode:  140 controlled agent:  1 ; Episode Return:  -1030.877200360026 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 59
Episode:  141 controlled agent:  1 ; Episode Return:  -1721.477272147528 ; win rate(controlled & opponent):  0.40 0.60 ; Trained episode: 60
Episode:  142 controlled agent:  1 ; Episode Return:  -1956.1513703397231 ; win rate(controlled & opponent):  0.40 0.60 ; Trained episode: 60
Episode:  143 controlled agent:  1 ; Episode Return:  -1611.9726547895318 ; win rate(controlled & opponent):  0.40 0.60 ; Trained episode: 60
Episode:  144 controlled agent:  1 ; Episode Return:  -1513.9604614807117 ; win rate(controlled & opponent):  0.39 0.61 ; Trained episode: 61
Episode:  145 controlled agent:  1 ; Episode Return:  -1761.6660889654845 ; win rate(controlled & opponent):  0.39 0.61 ; Trained episode: 61
Episode:  146 controlled agent:  1 ; Episode Return:  -1478.1320343559655 ; win rate(controlled & opponent):  0.39 0.61 ; Trained episode: 61
Episode:  147 controlled agent:  1 ; Episode Return:  -1839.9919907732894 ; win rate(controlled & opponent):  0.39 0.61 ; Trained episode: 62
Episode:  148 controlled agent:  1 ; Episode Return:  -1987.4062043356626 ; win rate(controlled & opponent):  0.38 0.62 ; Trained episode: 62
Episode:  149 controlled agent:  1 ; Episode Return:  -1900.2935059634542 ; win rate(controlled & opponent):  0.38 0.62 ; Trained episode: 62
Episode:  150 controlled agent:  1 ; Episode Return:  -1652.4701294725905 ; win rate(controlled & opponent):  0.38 0.62 ; Trained episode: 62
Episode:  151 controlled agent:  1 ; Episode Return:  -1238.1320343559655 ; win rate(controlled & opponent):  0.39 0.61 ; Trained episode: 63
Episode:  152 controlled agent:  1 ; Episode Return:  -1862.879292401081 ; win rate(controlled & opponent):  0.39 0.61 ; Trained episode: 64
Episode:  153 controlled agent:  1 ; Episode Return:  -1956.607214462439 ; win rate(controlled & opponent):  0.40 0.60 ; Trained episode: 64
Episode:  154 controlled agent:  1 ; Episode Return:  -1750.2935059634542 ; win rate(controlled & opponent):  0.40 0.60 ; Trained episode: 65
Episode:  155 controlled agent:  1 ; Episode Return:  -1643.452885529888 ; win rate(controlled & opponent):  0.39 0.61 ; Trained episode: 65
Episode:  156 controlled agent:  1 ; Episode Return:  -2004.063058585155 ; win rate(controlled & opponent):  0.38 0.62 ; Trained episode: 65
Episode:  157 controlled agent:  1 ; Episode Return:  -1996.2346314604088 ; win rate(controlled & opponent):  0.37 0.63 ; Trained episode: 65
Episode:  158 controlled agent:  1 ; Episode Return:  -1768.1686142824258 ; win rate(controlled & opponent):  0.36 0.64 ; Trained episode: 65
Episode:  159 controlled agent:  1 ; Episode Return:  -1054.3208511739222 ; win rate(controlled & opponent):  0.37 0.63 ; Trained episode: 65
Episode:  160 controlled agent:  1 ; Episode Return:  -1975.9503602129466 ; win rate(controlled & opponent):  0.37 0.63 ; Trained episode: 66
Episode:  161 controlled agent:  1 ; Episode Return:  -1914.2518754031114 ; win rate(controlled & opponent):  0.37 0.63 ; Trained episode: 66
Episode:  162 controlled agent:  1 ; Episode Return:  -1975.4945160902307 ; win rate(controlled & opponent):  0.37 0.63 ; Trained episode: 66
Episode:  163 controlled agent:  1 ; Episode Return:  -1704.4823227814106 ; win rate(controlled & opponent):  0.38 0.62 ; Trained episode: 66
Episode:  164 controlled agent:  1 ; Episode Return:  -1780.0386719675148 ; win rate(controlled & opponent):  0.38 0.62 ; Trained episode: 67
Episode:  165 controlled agent:  1 ; Episode Return:  -1724.477272147528 ; win rate(controlled & opponent):  0.38 0.62 ; Trained episode: 67
Episode:  166 controlled agent:  1 ; Episode Return:  -1928.2813126546341 ; win rate(controlled & opponent):  0.38 0.62 ; Trained episode: 67
Episode:  167 controlled agent:  1 ; Episode Return:  -1955.9919907732894 ; win rate(controlled & opponent):  0.38 0.62 ; Trained episode: 67
Episode:  168 controlled agent:  1 ; Episode Return:  -1776.997041407172 ; win rate(controlled & opponent):  0.39 0.61 ; Trained episode: 67
Episode:  169 controlled agent:  1 ; Episode Return:  -1984.2935059634542 ; win rate(controlled & opponent):  0.39 0.61 ; Trained episode: 68
Episode:  170 controlled agent:  1 ; Episode Return:  -1308.529003975636 ; win rate(controlled & opponent):  0.39 0.61 ; Trained episode: 68
Episode:  171 controlled agent:  1 ; Episode Return:  -1724.1686142824258 ; win rate(controlled & opponent):  0.40 0.60 ; Trained episode: 69
Episode:  172 controlled agent:  1 ; Episode Return:  -1786.5239533417534 ; win rate(controlled & opponent):  0.40 0.60 ; Trained episode: 70
Episode:  173 controlled agent:  1 ; Episode Return:  -1878.595021153619 ; win rate(controlled & opponent):  0.39 0.61 ; Trained episode: 70
Episode:  174 controlled agent:  1 ; Episode Return:  -1137.374675043085 ; win rate(controlled & opponent):  0.39 0.61 ; Trained episode: 70
Episode:  175 controlled agent:  1 ; Episode Return:  -1617.516810666816 ; win rate(controlled & opponent):  0.40 0.60 ; Trained episode: 71
Episode:  176 controlled agent:  1 ; Episode Return:  -1756.2518754031114 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 72
Episode:  177 controlled agent:  1 ; Episode Return:  -1221.5046173579958 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 73
Episode:  178 controlled agent:  1 ; Episode Return:  -1935.1635636485432 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 74
Episode:  179 controlled agent:  1 ; Episode Return:  -1424.4995667241133 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 74
Episode:  180 controlled agent:  1 ; Episode Return:  -1605.9259735953065 ; win rate(controlled & opponent):  0.40 0.60 ; Trained episode: 75
Episode:  181 controlled agent:  1 ; Episode Return:  -1377.5878784786814 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 75
Episode:  182 controlled agent:  1 ; Episode Return:  -1728.4823227814106 ; win rate(controlled & opponent):  0.41 0.59 ; Trained episode: 76
Episode:  183 controlled agent:  1 ; Episode Return:  -1771.73715677735 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 77
Episode:  184 controlled agent:  1 ; Episode Return:  -1900.2346314604088 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 78
Episode:  185 controlled agent:  1 ; Episode Return:  -1317.570634535979 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 78
Episode:  186 controlled agent:  1 ; Episode Return:  -1931.6366517139618 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 79
Episode:  187 controlled agent:  1 ; Episode Return:  -1894.2346314604088 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 79
Episode:  188 controlled agent:  1 ; Episode Return:  -1786.4062043356626 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 79
Episode:  189 controlled agent:  1 ; Episode Return:  -1988.0803025278576 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 79
Episode:  190 controlled agent:  1 ; Episode Return:  -2014.6488450227819 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 79
Episode:  191 controlled agent:  1 ; Episode Return:  -749.8111831820432 ; win rate(controlled & opponent):  0.43 0.57 ; Trained episode: 79
Episode:  192 controlled agent:  1 ; Episode Return:  -2029.050865276335 ; win rate(controlled & opponent):  0.42 0.58 ; Trained episode: 80
